timestamp,event,label
1780398023.6114204,baseline_open_start,-1
1780398038.6378772,baseline_open_end,-1
1780398040.8319445,baseline_closed_start,-1
1780398055.837574,baseline_closed_end,-1
1780398057.8585951,cue_on,1
1780398059.9051304,mi_start,1
1780398064.9367208,mi_end,1
1780398068.9647965,cue_on,0
1780398070.9947064,mi_start,0
1780398076.0104845,mi_end,0
1780398080.0360985,cue_on,0
1780398082.0533428,mi_start,0
1780398087.083592,mi_end,0
1780398091.1106198,cue_on,0
1780398093.1257477,mi_start,0
1780398098.1397705,mi_end,0
1780398102.1674886,cue_on,0
1780398104.1801345,mi_start,0
1780398109.1965427,mi_end,0
1780398113.2230375,cue_on,3
1780398115.2559593,mi_start,3
1780398120.2872083,mi_end,3
1780398124.313238,cue_on,0
1780398126.345297,mi_start,0
1780398131.3766441,mi_end,0
1780398135.4022331,cue_on,2
1780398137.433366,mi_start,2
1780398142.4489465,mi_end,2
1780398146.4753566,cue_on,0
1780398148.4892197,mi_start,0
1780398153.5048492,mi_end,0
1780398157.531912,cue_on,0
1780398159.545764,mi_start,0
1780398164.5608082,mi_end,0
1780398168.5881283,cue_on,0
1780398170.602141,mi_start,0
1780398175.6184766,mi_end,0
1780398179.6455278,cue_on,0
1780398181.6594257,mi_start,0
1780398186.6738234,mi_end,0
1780398190.6998136,cue_on,2
1780398192.7148902,mi_start,2
1780398197.729337,mi_end,2
1780398201.756953,cue_on,2
1780398203.7726204,mi_start,2
1780398208.7858596,mi_end,2
1780398212.8137174,cue_on,0
1780398214.846483,mi_start,0
1780398219.858891,mi_end,0
1780398223.8870587,cue_on,1
1780398225.9195712,mi_start,1
1780398230.9323342,mi_end,1
1780398234.9595854,cue_on,3
1780398236.991979,mi_start,3
1780398242.0043705,mi_end,3
1780398246.0335228,cue_on,3
1780398248.045931,mi_start,3
1780398253.0620053,mi_end,3
1780398257.0895705,cue_on,3
1780398259.1026947,mi_start,3
1780398264.1183481,mi_end,3
1780398268.1450949,cue_on,1
1780398270.178487,mi_start,1
1780398275.1913059,mi_end,1
1780398279.2178178,cue_on,2
1780398281.2321966,mi_start,2
1780398286.246772,mi_end,2
1780398290.2749696,cue_on,0
1780398292.287756,mi_start,0
1780398297.304214,mi_end,0
1780398301.330646,cue_on,1
1780398303.3453994,mi_start,1
1780398308.3599086,mi_end,1
1780398312.387098,cue_on,1
1780398314.4021745,mi_start,1
1780398319.4159107,mi_end,1
1780398323.4438171,cue_on,0
1780398325.4570742,mi_start,0
1780398330.4743495,mi_end,0
1780398334.5003424,cue_on,2
1780398336.5307872,mi_start,2
1780398341.5457594,mi_end,2
1780398345.5732172,cue_on,0
1780398347.5871544,mi_start,0
1780398352.6014602,mi_end,0
1780398356.6287751,cue_on,0
1780398358.6436613,mi_start,0
1780398363.6584127,mi_end,0
1780398367.6858652,cue_on,0
1780398369.6993656,mi_start,0
1780398374.7145648,mi_end,0
1780398378.7417512,cue_on,0
1780398380.7554226,mi_start,0
1780398385.7723346,mi_end,0
1780398389.7977145,cue_on,0
1780398391.8125987,mi_start,0
1780398396.8274527,mi_end,0
1780398400.8558846,cue_on,3
1780398402.8856156,mi_start,3
1780398407.8997407,mi_end,3
1780398411.9272969,cue_on,3
1780398413.9415238,mi_start,3
1780398418.9557517,mi_end,3
1780398422.9834576,cue_on,0
1780398424.9976335,mi_start,0
1780398430.012273,mi_end,0
1780398434.0398047,cue_on,0
1780398436.053618,mi_start,0
1780398441.0702727,mi_end,0
1780398445.0955846,cue_on,0
1780398447.1107712,mi_start,0
1780398452.1254778,mi_end,0
1780398456.1523676,cue_on,3
1780398458.183346,mi_start,3
1780398463.1994727,mi_end,3
1780398467.226601,cue_on,3
1780398469.2408078,mi_start,3
1780398474.2542052,mi_end,3
1780398478.2838128,cue_on,3
1780398480.296672,mi_start,3
1780398485.311568,mi_end,3
1780398489.339196,cue_on,3
1780398491.3515341,mi_start,3
1780398496.3672628,mi_end,3
