ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,timestamp
-1880.8322406807233,-1892.745720475402,-1951.709622348502,-1934.8564070292007,-15558.445818238954,-15424.536517207209,1530.9827364662572,1541.6892220603493,1780427951.3271704
5411.178518674197,121.16880669221959,1565.7844025831703,5247.474342283528,5324.610212398793,5776.674244007379,5830.452541166847,5595.401596474838,1780427951.8065548
-3759.943397038388,-3783.591542672103,-3900.4688144289034,-3865.980072734365,-30253.108472002565,-29661.346037548312,3065.586455534274,3087.021778466914,1780427951.8066225
10361.24054923541,90.5245650439936,3099.4493483840643,10132.090465079602,10186.516962828275,11111.923886766897,11217.446472340402,10716.946210497166,1780427951.8066714
-3757.819981315134,-3781.8704583490444,-3899.038302783764,-3864.706023300412,-30251.81207082416,-29660.20609858109,3060.1549816316347,3081.6126563087296,1780427951.806721
10218.88228879956,255.59219784643625,3181.547305768407,9838.902633059339,10047.265594871711,10955.59578604648,11051.305955804106,10594.749223560004,1780427951.8067703
-3759.3398999380947,-3783.010397316265,-3900.20059349544,-3865.5106861008035,-30252.59438188009,-29661.05546487039,3064.6700340116067,3086.105356944246,1780427951.8068192
10712.721730795114,210.30756357998416,3128.2830987314105,10419.44449179703,10539.428656033118,11450.21753909797,11557.751781672452,11076.116392149495,1780427951.8068688
-3757.328242937117,-3781.110499037564,-3898.4124539390154,-3863.9237122444765,-30251.052111512676,-29659.468491014064,3060.669071754107,3082.104394686746,1780427951.806918
9953.20945420378,126.48852187258267,3157.8991601346925,9670.929273477706,9780.475173053166,10701.83643124538,10803.13453711683,10315.62063880213,1780427951.8069673
-3757.976443526321,-3781.7810513712234,-3899.0606545282194,-3864.616616322591,-30251.94618129089,-29660.42961602564,3061.4960862989533,3082.886705742682,1780427951.807016
10614.597572636316,309.90693687283243,3167.242189317011,10248.341887991653,10443.137340919655,11343.465607579423,11447.244757085415,10987.93876027331,1780427951.8070648
-3760.5468941386816,-3784.172688027941,-3901.29582897375,-3866.7623837903006,-30254.02489352523,-29662.508328259984,3065.8993799566488,3087.3123511448325,1780427951.8071132
10305.405891586053,120.07357121390955,3120.5493951498743,10076.255807430245,10131.308154023667,11055.642194228434,11163.534064714202,10660.82098016989,1780427951.8071308
-3757.015318514743,-3781.021092059743,-3898.1889364944623,-3863.9684157333872,-30251.432091168415,-29659.803767180892,3058.7691734754058,3080.2268481525,1780427951.807148
10155.358631057577,278.1004045129305,3202.714407767583,9774.082574138949,9985.3065592416,10891.982721326676,10989.324568429538,10531.963173385046,1780427951.8071651
-3756.0988969920754,-3779.657635647969,-3896.624314382591,-3862.202627921418,-30249.71100684536,-29658.261496813477,3061.004347920936,3082.506726086942,1780427951.8071828
