timestamp,event,label
1780427962.559052,baseline_open_start,-1
1780427977.580626,baseline_open_end,-1
1780427980.7945507,baseline_closed_start,-1
1780427995.8144314,baseline_closed_end,-1
1780427997.8324082,cue_on,2
1780427999.8652267,mi_start,2
1780428004.8812711,mi_end,2
1780428008.9155035,cue_on,1
1780428010.9308627,mi_start,1
1780428015.948421,mi_end,1
1780428019.9822295,cue_on,3
1780428021.9986873,mi_start,3
1780428027.0151825,mi_end,3
1780428031.0481617,cue_on,3
1780428033.0649955,mi_start,3
1780428038.0817807,mi_end,3
1780428042.1158462,cue_on,3
1780428044.13264,mi_start,3
1780428049.1481123,mi_end,3
1780428053.1814642,cue_on,0
1780428055.1977718,mi_start,0
1780428060.2151735,mi_end,0
1780428064.2491114,cue_on,0
1780428066.265588,mi_start,0
1780428071.2820787,mi_end,0
1780428075.315527,cue_on,0
1780428077.3330216,mi_start,0
1780428082.3489668,mi_end,0
1780428086.3825636,cue_on,0
1780428088.3986344,mi_start,0
1780428093.4146197,mi_end,0
1780428097.44953,cue_on,1
1780428099.4662697,mi_start,1
1780428104.483268,mi_end,1
1780428108.515719,cue_on,3
1780428110.5329998,mi_start,3
1780428115.5500455,mi_end,3
1780428119.5835197,cue_on,3
1780428121.6000702,mi_start,3
1780428126.6166463,mi_end,3
1780428130.650601,cue_on,0
1780428132.6658993,mi_start,0
1780428137.6832006,mi_end,0
1780428141.7161036,cue_on,0
1780428143.733128,mi_start,0
1780428148.7489214,mi_end,0
1780428152.7825415,cue_on,0
1780428154.79984,mi_start,0
1780428159.8157034,mi_end,0
1780428163.850339,cue_on,0
1780428165.8662503,mi_start,0
1780428170.8828788,mi_end,0
1780428174.9160736,cue_on,0
1780428176.9335115,mi_start,0
1780428181.949089,mi_end,0
1780428185.9831345,cue_on,3
1780428188.0000148,mi_start,3
1780428193.016933,mi_end,3
1780428197.0501418,cue_on,1
1780428199.0667002,mi_start,1
1780428204.0838058,mi_end,1
1780428208.1167686,cue_on,2
1780428210.1336799,mi_start,2
1780428215.1493824,mi_end,2
1780428219.183589,cue_on,3
1780428221.1996198,mi_start,3
1780428226.2164726,mi_end,3
1780428230.2499409,cue_on,0
1780428232.2669804,mi_start,0
1780428237.2835393,mi_end,0
1780428241.3165026,cue_on,1
1780428243.333562,mi_start,1
1780428248.3505366,mi_end,1
1780428252.3839712,cue_on,0
1780428254.3997893,mi_start,0
1780428259.4172015,mi_end,0
1780428263.4507866,cue_on,0
1780428265.4667838,mi_start,0
1780428270.4836726,mi_end,0
1780428274.5172472,cue_on,3
1780428276.533714,mi_start,3
1780428281.5508687,mi_end,3
1780428285.5849178,cue_on,0
1780428287.6011794,mi_start,0
1780428292.618829,mi_end,0
1780428296.651135,cue_on,3
1780428298.666632,mi_start,3
1780428303.683767,mi_end,3
1780428307.71714,cue_on,3
1780428309.7344532,mi_start,3
1780428314.7513182,mi_end,3
1780428318.7841382,cue_on,0
1780428320.801581,mi_start,0
1780428325.8181765,mi_end,0
1780428329.851184,cue_on,0
1780428331.8673923,mi_start,0
1780428336.8850276,mi_end,0
1780428340.9166017,cue_on,0
1780428342.9341795,mi_start,0
1780428347.9515362,mi_end,0
1780428351.9848874,cue_on,2
1780428354.0014613,mi_start,2
1780428359.0176017,mi_end,2
1780428363.0513937,cue_on,0
1780428365.067642,mi_start,0
1780428370.0839345,mi_end,0
1780428374.11791,cue_on,2
1780428376.1350327,mi_start,2
1780428381.1519442,mi_end,2
1780428385.1846206,cue_on,0
1780428387.2018175,mi_start,0
1780428392.2185135,mi_end,0
1780428396.2515903,cue_on,1
1780428398.26862,mi_start,1
1780428403.2850988,mi_end,1
1780428407.3185818,cue_on,0
1780428409.3347964,mi_start,0
1780428414.3528266,mi_end,0
1780428418.3843534,cue_on,0
1780428420.4012816,mi_start,0
1780428425.4188724,mi_end,0
1780428429.4522984,cue_on,2
1780428431.4684916,mi_start,2
1780428436.484868,mi_end,2
